Zielobjekt,Baustein,Anforderung,Anforderungs-Typ,Umsetzungsgrad,Umsetzung,Richtlinie,Verantwortlicher
S015 DB-Server fürs Systemmanagement,SYS.1.2.2 Windows Server 2012,SYS.1.2.2.A7 Sicherheitsprüfung von Windows Server 2012,Standard,Ja,Es werden regelmäßige Penetrationstests durchgeführt.,Betriebskonzept,Administrator
S015 DB-Server fürs Systemmanagement,SYS.1.2.2 Windows Server 2012,SYS.1.2.2.A8 Schutz der Systemintegrität,Standard,Ja,Secure Boot ist aktiviert. AppLocker ist aktiviert.,Betriebskonzept,Administrator
S015 DB-Server fürs Systemmanagement,SYS.1.2.2 Windows Server 2012,SYS.1.2.2.A9 Lokale Kommunikationsfilterung,Standard,Ja,Auf den Systemen ist ein Paketfilter installiert.,Betriebskonzept,Administrator
S015 DB-Server fürs Systemmanagement,SYS.1.2.2 Windows Server 2012,SYS.1.2.2.A10 Festplattenverschlüsselung bei Windows Server 2012,Erhöht,Entbehrlich,Aufgrund der physischen Sicherheit der Serversysteme  wird auf eine Festplattenverschlüsselung verzichtet. ,,
S015 DB-Server fürs Systemmanagement,SYS.1.2.2 Windows Server 2012,SYS.1.2.2.A11 Angriffserkennung bei Windows Server 2012,Erhöht,Teilweise,Ein IPS/IDS-System ist bereits in Planung.,Betriebskonzept,Administrator
S015 DB-Server fürs Systemmanagement,SYS.1.2.2 Windows Server 2012,SYS.1.2.2.A12 Redundanz und Hochverfügbarkeit,Erhöht,Nein,Der Server ist nicht redundant vorhanden.,Betriebskonzept,Administrator
S015 DB-Server fürs Systemmanagement,SYS.1.2.2 Windows Server 2012,SYS.1.2.2.A13 Starke Authentifizierung bei Windows Server 2012,Erhöht,Teilweise,Ein rollenbasiertes Administrationsmodell ist vorhanden. Eine Zwei-Faktor-Authentifizierung ist in Planung.,Betriebskonzept,Administrator
S015 DB-Server fürs Systemmanagement,SYS.1.2.2 Windows Server 2012,SYS.1.2.2.A14 Herunterfahren verschlüsselter Server und virtueller Maschinen,Erhöht,Entbehrlich,Keine verschlüsselten Server im Einsatz.,,
S007 Virtualisierungsserver,SYS.1.3 Server unter Unix,SYS.1.3.A1 Benutzerauthentisierung unter Unix,Basis,Ja,"Benutzerauthentisierung ist etabliert, Passwortpolicy ist etabliert.",Betriebskonzept,Administrator
S007 Virtualisierungsserver,SYS.1.3 Server unter Unix,SYS.1.3.A2 Sorgfältige Vergabe von IDs,Basis,Ja,Berechtigungsvergabe ist geregelt. Berechtigungen werden autorisiert. Jährlich findet Inventur der Berechtigungen statt.,Betriebskonzept,Administrator
S007 Virtualisierungsserver,SYS.1.3 Server unter Unix,SYS.1.3.A3 Automatisches Einbinden von Wechsellaufwerken,Basis,Ja,Autom. Einbinden von Wechsellaufwerken ist deaktiviert.,Betriebskonzept,Administrator
S007 Virtualisierungsserver,SYS.1.3 Server unter Unix,SYS.1.3.A4 Schutz von Anwendungen,Basis,Ja,Unix-Server sind gehärtet: „ASLR“ und „DEP/NX“ sind im Kernel aktiviert.,Betriebskonzept,Administrator
S007 Virtualisierungsserver,SYS.1.3 Server unter Unix,SYS.1.3.A5 Sichere Installation von Software-Paketen,Basis,Ja,Installationsmedien stammen aus vertrauenswürdigen Quellen. Bei Bezug aus dem Internet werden Fingerprints verglichen und Checksummen geprüft. Patchkonzept etabliert.,Betriebskonzept,Administrator
S007 Virtualisierungsserver,SYS.1.3 Server unter Unix,SYS.1.3.A6 Verwaltung von Benutzern und Gruppen,Standard,Ja,Benutzerverwaltung ist geregelt.,Betriebskonzept,Administrator
S007 Virtualisierungsserver,SYS.1.3 Server unter Unix,SYS.1.3.A8 Verschlüsselter Zugriff über Secure Shell,Standard,Ja,Zugriff auf Server einzig via SSH,Betriebskonzept,Administrator
S007 Virtualisierungsserver,SYS.1.3 Server unter Unix,SYS.1.3.A9 Absicherung des Bootvorgangs,Standard,Ja,Secure Boot ist aktiviert. ,Betriebskonzept,Administrator
S007 Virtualisierungsserver,SYS.1.3 Server unter Unix,SYS.1.3.A10 Verhinderung der Ausbreitung bei der Ausnutzung von Schwachstellen,Standard,Ja,"Dienste und Anwendungen sind mit individuellen Sicherheitsrichtlinien abgesichert, Standardprofile sind eingerichtet. ",Betriebskonzept,Administrator
S007 Virtualisierungsserver,SYS.1.3 Server unter Unix,SYS.1.3.A11 Einsatz der Sicherheitsmechanismen von NFS,Standard,Ja,NFS Sicherheitsmechanismen werden eingesetzt.,Betriebskonzept,Administrator
S007 Virtualisierungsserver,SYS.1.3 Server unter Unix,SYS.1.3.A12 Einsatz der Sicherheitsmechanismen von NIS,Standard,Ja,NIS ist gemäß den Anforderungen umgesetzt.,Betriebskonzept,Administrator
S007 Virtualisierungsserver,SYS.1.3 Server unter Unix,SYS.1.3.A14 Verhinderung des Ausspähens von System- und Benutzerinformationen,Erhöht,Ja,Zugriff auf Protokolle und Konfigurationsdaten sind eingeschränkt.,Betriebskonzept,Administrator
S007 Virtualisierungsserver,SYS.1.3 Server unter Unix,SYS.1.3.A15 Zusätzliche Absicherung des Bootvorgangs,Erhöht,Ja,Bootvorgang ist abgesichert: nur benötigtes Schlüsselmaterial ist aktiv.,Betriebskonzept,Administrator
S007 Virtualisierungsserver,SYS.1.3 Server unter Unix,SYS.1.3.A16 Zusätzliche Verhinderung der Ausbreitung bei der Ausnutzung von Schwachstellen,Erhöht,Ja,"Dienste und Anwendungen sind mit individuellen Sicherheitsrichtlinien abgesichert, Standardprofile sind eingerichtet. ",Betriebskonzept,Administrator
S007 Virtualisierungsserver,SYS.1.3 Server unter Unix,SYS.1.3.A17 Zusätzlicher Schutz des Kernels,Erhöht,Ja,"Unix-Server sind gehärtet: Speicherschutz, Dateisystemabsicherung
ist umgesetzt",Betriebskonzept,Administrator
S008 Server für Produktionssteuerung,SYS.1.3 Server unter Unix,SYS.1.3.A1 Benutzerauthentisierung unter Unix,Basis,Ja,"Benutzerauthentisierung ist etabliert, Passwortpolicy ist etabliert.",Betriebskonzept,Administrator
S008 Server für Produktionssteuerung,SYS.1.3 Server unter Unix,SYS.1.3.A2 Sorgfältige Vergabe von IDs,Basis,Ja,Berechtigungsvergabe ist geregelt. Berechtigungen werden autorisiert. Jährlich findet Inventur der Berechtigungen statt.,Betriebskonzept,Administrator
S008 Server für Produktionssteuerung,SYS.1.3 Server unter Unix,SYS.1.3.A3 Automatisches Einbinden von Wechsellaufwerken,Basis,Ja,Autom. Einbinden von Wechsellaufwerken ist deaktiviert.,Betriebskonzept,Administrator
S008 Server für Produktionssteuerung,SYS.1.3 Server unter Unix,SYS.1.3.A4 Schutz von Anwendungen,Basis,Ja,Unix-Server sind gehärtet: „ASLR“ und „DEP/NX“ sind im Kernel aktiviert.,Betriebskonzept,Administrator
S008 Server für Produktionssteuerung,SYS.1.3 Server unter Unix,SYS.1.3.A5 Sichere Installation von Software-Paketen,Basis,Ja,Installationsmedien stammen aus vertrauenswürdigen Quellen. Bei Bezug aus dem Internet werden Fingerprints verglichen und Checksummen geprüft. Patchkonzept etabliert.,Betriebskonzept,Administrator
S008 Server für Produktionssteuerung,SYS.1.3 Server unter Unix,SYS.1.3.A6 Verwaltung von Benutzern und Gruppen,Standard,Ja,Benutzerverwaltung ist geregelt.,Betriebskonzept,Administrator
S008 Server für Produktionssteuerung,SYS.1.3 Server unter Unix,SYS.1.3.A8 Verschlüsselter Zugriff über Secure Shell,Standard,Ja,Zugriff auf Server einzig via SSH,Betriebskonzept,Administrator
S008 Server für Produktionssteuerung,SYS.1.3 Server unter Unix,SYS.1.3.A9 Absicherung des Bootvorgangs,Standard,Ja,Secure Boot ist aktiviert. ,Betriebskonzept,Administrator
S008 Server für Produktionssteuerung,SYS.1.3 Server unter Unix,SYS.1.3.A10 Verhinderung der Ausbreitung bei der Ausnutzung von Schwachstellen,Standard,Ja,"Dienste und Anwendungen sind mit individuellen Sicherheitsrichtlinien abgesichert, Standardprofile sind eingerichtet. ",Betriebskonzept,Administrator
S008 Server für Produktionssteuerung,SYS.1.3 Server unter Unix,SYS.1.3.A11 Einsatz der Sicherheitsmechanismen von NFS,Standard,Ja,NFS Sicherheitsmechanismen werden eingesetzt.,Betriebskonzept,Administrator
S008 Server für Produktionssteuerung,SYS.1.3 Server unter Unix,SYS.1.3.A12 Einsatz der Sicherheitsmechanismen von NIS,Standard,Ja,NIS ist gemäß den Anforderungen umgesetzt.,Betriebskonzept,Administrator
S008 Server für Produktionssteuerung,SYS.1.3 Server unter Unix,SYS.1.3.A14 Verhinderung des Ausspähens von System- und Benutzerinformationen,Erhöht,Ja,Zugriff auf Protokolle und Konfigurationsdaten sind eingeschränkt.,Betriebskonzept,Administrator
S008 Server für Produktionssteuerung,SYS.1.3 Server unter Unix,SYS.1.3.A15 Zusätzliche Absicherung des Bootvorgangs,Erhöht,Ja,Bootvorgang ist abgesichert: nur benötigtes Schlüsselmaterial ist aktiv.,Betriebskonzept,Administrator
S008 Server für Produktionssteuerung,SYS.1.3 Server unter Unix,SYS.1.3.A16 Zusätzliche Verhinderung der Ausbreitung bei der Ausnutzung von Schwachstellen,Erhöht,Ja,"Dienste und Anwendungen sind mit individuellen Sicherheitsrichtlinien abgesichert, Standardprofile sind eingerichtet. ",Betriebskonzept,Administrator
S008 Server für Produktionssteuerung,SYS.1.3 Server unter Unix,SYS.1.3.A17 Zusätzlicher Schutz des Kernels,Erhöht,Ja,"Unix-Server sind gehärtet: Speicherschutz, Dateisystemabsicherung
ist umgesetzt",Betriebskonzept,Administrator
S009 Wiki-Server,SYS.1.3 Server unter Unix,SYS.1.3.A1 Benutzerauthentisierung unter Unix,Basis,Ja,"Benutzerauthentisierung ist etabliert, Passwortpolicy ist etabliert.",Betriebskonzept,Administrator
S009 Wiki-Server,SYS.1.3 Server unter Unix,SYS.1.3.A2 Sorgfältige Vergabe von IDs,Basis,Ja,Berechtigungsvergabe ist geregelt. Berechtigungen werden autorisiert. Jährlich findet Inventur der Berechtigungen statt.,Betriebskonzept,Administrator
S009 Wiki-Server,SYS.1.3 Server unter Unix,SYS.1.3.A3 Automatisches Einbinden von Wechsellaufwerken,Basis,Ja,Autom. Einbinden von Wechsellaufwerken ist deaktiviert.,Betriebskonzept,Administrator
S009 Wiki-Server,SYS.1.3 Server unter Unix,SYS.1.3.A4 Schutz von Anwendungen,Basis,Ja,Unix-Server sind gehärtet: „ASLR“ und „DEP/NX“ sind im Kernel aktiviert.,Betriebskonzept,Administrator
S009 Wiki-Server,SYS.1.3 Server unter Unix,SYS.1.3.A5 Sichere Installation von Software-Paketen,Basis,Ja,Installationsmedien stammen aus vertrauenswürdigen Quellen. Bei Bezug aus dem Internet werden Fingerprints verglichen und Checksummen geprüft. Patchkonzept etabliert.,Betriebskonzept,Administrator
S009 Wiki-Server,SYS.1.3 Server unter Unix,SYS.1.3.A6 Verwaltung von Benutzern und Gruppen,Standard,Ja,Benutzerverwaltung ist geregelt.,Betriebskonzept,Administrator
S009 Wiki-Server,SYS.1.3 Server unter Unix,SYS.1.3.A8 Verschlüsselter Zugriff über Secure Shell,Standard,Ja,Zugriff auf Server einzig via SSH,Betriebskonzept,Administrator
S009 Wiki-Server,SYS.1.3 Server unter Unix,SYS.1.3.A9 Absicherung des Bootvorgangs,Standard,Ja,Secure Boot ist aktiviert. ,Betriebskonzept,Administrator
S009 Wiki-Server,SYS.1.3 Server unter Unix,SYS.1.3.A10 Verhinderung der Ausbreitung bei der Ausnutzung von Schwachstellen,Standard,Ja,"Dienste und Anwendungen sind mit individuellen Sicherheitsrichtlinien abgesichert, Standardprofile sind eingerichtet. ",Betriebskonzept,Administrator
S009 Wiki-Server,SYS.1.3 Server unter Unix,SYS.1.3.A11 Einsatz der Sicherheitsmechanismen von NFS,Standard,Ja,NFS Sicherheitsmechanismen werden eingesetzt.,Betriebskonzept,Administrator
S009 Wiki-Server,SYS.1.3 Server unter Unix,SYS.1.3.A12 Einsatz der Sicherheitsmechanismen von NIS,Standard,Ja,NIS ist gemäß den Anforderungen umgesetzt.,Betriebskonzept,Administrator
S009 Wiki-Server,SYS.1.3 Server unter Unix,SYS.1.3.A14 Verhinderung des Ausspähens von System- und Benutzerinformationen,Erhöht,Ja,Zugriff auf Protokolle und Konfigurationsdaten sind eingeschränkt.,Betriebskonzept,Administrator
S009 Wiki-Server,SYS.1.3 Server unter Unix,SYS.1.3.A15 Zusätzliche Absicherung des Bootvorgangs,Erhöht,Ja,Bootvorgang ist abgesichert: nur benötigtes Schlüsselmaterial ist aktiv.,Betriebskonzept,Administrator
S009 Wiki-Server,SYS.1.3 Server unter Unix,SYS.1.3.A16 Zusätzliche Verhinderung der Ausbreitung bei der Ausnutzung von Schwachstellen,Erhöht,Ja,"Dienste und Anwendungen sind mit individuellen Sicherheitsrichtlinien abgesichert, Standardprofile sind eingerichtet. ",Betriebskonzept,Administrator
S009 Wiki-Server,SYS.1.3 Server unter Unix,SYS.1.3.A17 Zusätzlicher Schutz des Kernels,Erhöht,Ja,"Unix-Server sind gehärtet: Speicherschutz, Dateisystemabsicherung
ist umgesetzt",Betriebskonzept,Administrator
S010 Virtualisierungsserver2,SYS.1.3 Server unter Unix,SYS.1.3.A1 Benutzerauthentisierung unter Unix,Basis,Ja,"Benutzerauthentisierung ist etabliert, Passwortpolicy ist etabliert.",Betriebskonzept,Administrator
S010 Virtualisierungsserver2,SYS.1.3 Server unter Unix,SYS.1.3.A2 Sorgfältige Vergabe von IDs,Basis,Ja,Berechtigungsvergabe ist geregelt. Berechtigungen werden autorisiert. Jährlich findet Inventur der Berechtigungen statt.,Betriebskonzept,Administrator
S010 Virtualisierungsserver2,SYS.1.3 Server unter Unix,SYS.1.3.A3 Automatisches Einbinden von Wechsellaufwerken,Basis,Ja,Autom. Einbinden von Wechsellaufwerken ist deaktiviert.,Betriebskonzept,Administrator
S010 Virtualisierungsserver2,SYS.1.3 Server unter Unix,SYS.1.3.A4 Schutz von Anwendungen,Basis,Ja,Unix-Server sind gehärtet: „ASLR“ und „DEP/NX“ sind im Kernel aktiviert.,Betriebskonzept,Administrator
S010 Virtualisierungsserver2,SYS.1.3 Server unter Unix,SYS.1.3.A5 Sichere Installation von Software-Paketen,Basis,Ja,Installationsmedien stammen aus vertrauenswürdigen Quellen. Bei Bezug aus dem Internet werden Fingerprints verglichen und Checksummen geprüft. Patchkonzept etabliert.,Betriebskonzept,Administrator
S010 Virtualisierungsserver2,SYS.1.3 Server unter Unix,SYS.1.3.A6 Verwaltung von Benutzern und Gruppen,Standard,Ja,Benutzerverwaltung ist geregelt.,Betriebskonzept,Administrator
S010 Virtualisierungsserver2,SYS.1.3 Server unter Unix,SYS.1.3.A8 Verschlüsselter Zugriff über Secure Shell,Standard,Ja,Zugriff auf Server einzig via SSH,Betriebskonzept,Administrator
S010 Virtualisierungsserver2,SYS.1.3 Server unter Unix,SYS.1.3.A9 Absicherung des Bootvorgangs,Standard,Ja,Secure Boot ist aktiviert. ,Betriebskonzept,Administrator
S010 Virtualisierungsserver2,SYS.1.3 Server unter Unix,SYS.1.3.A10 Verhinderung der Ausbreitung bei der Ausnutzung von Schwachstellen,Standard,Ja,"Dienste und Anwendungen sind mit individuellen Sicherheitsrichtlinien abgesichert, Standardprofile sind eingerichtet. ",Betriebskonzept,Administrator
S010 Virtualisierungsserver2,SYS.1.3 Server unter Unix,SYS.1.3.A11 Einsatz der Sicherheitsmechanismen von NFS,Standard,Ja,NFS Sicherheitsmechanismen werden eingesetzt.,Betriebskonzept,Administrator
S010 Virtualisierungsserver2,SYS.1.3 Server unter Unix,SYS.1.3.A12 Einsatz der Sicherheitsmechanismen von NIS,Standard,Ja,NIS ist gemäß den Anforderungen umgesetzt.,Betriebskonzept,Administrator
S010 Virtualisierungsserver2,SYS.1.3 Server unter Unix,SYS.1.3.A14 Verhinderung des Ausspähens von System- und Benutzerinformationen,Erhöht,Ja,Zugriff auf Protokolle und Konfigurationsdaten sind eingeschränkt.,Betriebskonzept,Administrator
S010 Virtualisierungsserver2,SYS.1.3 Server unter Unix,SYS.1.3.A15 Zusätzliche Absicherung des Bootvorgangs,Erhöht,Ja,Bootvorgang ist abgesichert: nur benötigtes Schlüsselmaterial ist aktiv.,Betriebskonzept,Administrator
S010 Virtualisierungsserver2,SYS.1.3 Server unter Unix,SYS.1.3.A16 Zusätzliche Verhinderung der Ausbreitung bei der Ausnutzung von Schwachstellen,Erhöht,Ja,"Dienste und Anwendungen sind mit individuellen Sicherheitsrichtlinien abgesichert, Standardprofile sind eingerichtet. ",Betriebskonzept,Administrator
S010 Virtualisierungsserver2,SYS.1.3 Server unter Unix,SYS.1.3.A17 Zusätzlicher Schutz des Kernels,Erhöht,Ja,"Unix-Server sind gehärtet: Speicherschutz, Dateisystemabsicherung
ist umgesetzt",Betriebskonzept,Administrator
S011 Ticketsystem,SYS.1.3 Server unter Unix,SYS.1.3.A1 Benutzerauthentisierung unter Unix,Basis,Ja,"Benutzerauthentisierung ist etabliert, Passwortpolicy ist etabliert.",Betriebskonzept,Administrator
S011 Ticketsystem,SYS.1.3 Server unter Unix,SYS.1.3.A2 Sorgfältige Vergabe von IDs,Basis,Ja,Berechtigungsvergabe ist geregelt. Berechtigungen werden autorisiert. Jährlich findet Inventur der Berechtigungen statt.,Betriebskonzept,Administrator
S011 Ticketsystem,SYS.1.3 Server unter Unix,SYS.1.3.A3 Automatisches Einbinden von Wechsellaufwerken,Basis,Ja,Autom. Einbinden von Wechsellaufwerken ist deaktiviert.,Betriebskonzept,Administrator
S011 Ticketsystem,SYS.1.3 Server unter Unix,SYS.1.3.A4 Schutz von Anwendungen,Basis,Ja,Unix-Server sind gehärtet: „ASLR“ und „DEP/NX“ sind im Kernel aktiviert.,Betriebskonzept,Administrator
S011 Ticketsystem,SYS.1.3 Server unter Unix,SYS.1.3.A5 Sichere Installation von Software-Paketen,Basis,Ja,Installationsmedien stammen aus vertrauenswürdigen Quellen. Bei Bezug aus dem Internet werden Fingerprints verglichen und Checksummen geprüft. Patchkonzept etabliert.,Betriebskonzept,Administrator
S011 Ticketsystem,SYS.1.3 Server unter Unix,SYS.1.3.A6 Verwaltung von Benutzern und Gruppen,Standard,Ja,Benutzerverwaltung ist geregelt.,Betriebskonzept,Administrator
S011 Ticketsystem,SYS.1.3 Server unter Unix,SYS.1.3.A8 Verschlüsselter Zugriff über Secure Shell,Standard,Ja,Zugriff auf Server einzig via SSH,Betriebskonzept,Administrator
S011 Ticketsystem,SYS.1.3 Server unter Unix,SYS.1.3.A9 Absicherung des Bootvorgangs,Standard,Ja,Secure Boot ist aktiviert. ,Betriebskonzept,Administrator
S011 Ticketsystem,SYS.1.3 Server unter Unix,SYS.1.3.A10 Verhinderung der Ausbreitung bei der Ausnutzung von Schwachstellen,Standard,Ja,"Dienste und Anwendungen sind mit individuellen Sicherheitsrichtlinien abgesichert, Standardprofile sind eingerichtet. ",Betriebskonzept,Administrator
S011 Ticketsystem,SYS.1.3 Server unter Unix,SYS.1.3.A11 Einsatz der Sicherheitsmechanismen von NFS,Standard,Ja,NFS Sicherheitsmechanismen werden eingesetzt.,Betriebskonzept,Administrator
S011 Ticketsystem,SYS.1.3 Server unter Unix,SYS.1.3.A12 Einsatz der Sicherheitsmechanismen von NIS,Standard,Ja,NIS ist gemäß den Anforderungen umgesetzt.,Betriebskonzept,Administrator
S011 Ticketsystem,SYS.1.3 Server unter Unix,SYS.1.3.A14 Verhinderung des Ausspähens von System- und Benutzerinformationen,Erhöht,Ja,Zugriff auf Protokolle und Konfigurationsdaten sind eingeschränkt.,Betriebskonzept,Administrator
S011 Ticketsystem,SYS.1.3 Server unter Unix,SYS.1.3.A15 Zusätzliche Absicherung des Bootvorgangs,Erhöht,Ja,Bootvorgang ist abgesichert: nur benötigtes Schlüsselmaterial ist aktiv.,Betriebskonzept,Administrator
S011 Ticketsystem,SYS.1.3 Server unter Unix,SYS.1.3.A16 Zusätzliche Verhinderung der Ausbreitung bei der Ausnutzung von Schwachstellen,Erhöht,Ja,"Dienste und Anwendungen sind mit individuellen Sicherheitsrichtlinien abgesichert, Standardprofile sind eingerichtet. ",Betriebskonzept,Administrator
S011 Ticketsystem,SYS.1.3 Server unter Unix,SYS.1.3.A17 Zusätzlicher Schutz des Kernels,Erhöht,Ja,"Unix-Server sind gehärtet: Speicherschutz, Dateisystemabsicherung
ist umgesetzt",Betriebskonzept,Administrator
